,event_id,n_pulses
90732,1476395,100
90733,1476402,67
90734,1476443,62
90735,1476472,70
90736,1476478,57
90737,1476498,43
90738,1476500,42
90739,1476517,70
90740,1476525,104
90741,1476595,43
90742,1476597,69
90743,1476611,106
90744,1476624,63
90745,1476640,86
90746,1476647,34
90747,1476666,86
90748,1476678,34
90749,1476682,93
90750,1476716,41
90751,1476719,54
90752,1476724,56
90753,1476738,46
90754,1476752,44
90755,1476759,46
90756,1476778,110
90757,1476782,124
90758,1476799,51
90759,1476827,43
90760,1476857,45
90761,1476884,36
90762,1476885,59
90763,1476904,132
90764,1476937,73
90765,1476940,32
90766,1476941,258
90767,1476945,57
90768,1476946,86
90769,1476979,56
90770,1477000,146
90771,1477004,65
90772,1477026,128
90773,1477030,65
90774,1477042,30
90775,1477065,51
90776,1477073,64
90777,1477081,45
90778,1477099,47
90779,1477100,169
90780,1477119,52
90781,1477126,119
90782,1477177,75
90783,1477186,140
90784,1477225,86
90785,1477227,74
90786,1477234,62
90787,1477241,53
90788,1477243,50
90789,1477255,66
90790,1477266,33
90791,1477304,75
90792,1477307,174
90793,1477319,52
90794,1477330,40
90795,1477408,86
90796,1477455,56
90797,1477457,181
90798,1477465,1077
90799,1477489,94
90800,1477495,130
90801,1477501,75
90802,1477506,60
90803,1477523,63
90804,1477530,62
90805,1477555,401
90806,1477561,77
90807,1477565,49
90808,1477569,67
90809,1477579,46
90810,1477581,190
90811,1477594,102
90812,1477597,104
90813,1477599,50
90814,1477607,59
90815,1477609,93
90816,1477616,48
90817,1477638,332
90818,1477641,48
90819,1477675,91
90820,1477692,61
90821,1477699,188
90822,1477700,38
90823,1477709,117
90824,1477741,43
90825,1477772,42
90826,1477775,37
90827,1477776,147
90828,1477803,73
90829,1477816,56
90830,1477825,40
90831,1477828,52
90832,1477829,49
90833,1477843,71
90834,1477849,205
90835,1477855,121
90836,1477872,30
90837,1477891,96
90838,1477928,218
90839,1477933,26
90840,1477945,147
90841,1477964,47
90842,1477996,96
90843,1478017,61
90844,1478037,88
90845,1478043,31
90846,1478056,51
90847,1478091,240
90848,1478135,372
90849,1478141,70
90850,1478152,44
90851,1478157,94
90852,1478159,45
90853,1478166,38
90854,1478167,64
90855,1478190,127
90856,1478193,50
90857,1478243,151
90858,1478251,61
90859,1478253,52
90860,1478257,42
90861,1478305,43
90862,1478319,74
90863,1478332,54
90864,1478336,62
90865,1478350,45
90866,1478354,125
90867,1478364,36
90868,1478373,141
90869,1478384,99
90870,1478438,73
90871,1478447,78
90872,1478452,38
90873,1478478,87
90874,1478513,193
90875,1478536,75
90876,1478586,47
90877,1478592,75
90878,1478595,54
90879,1478605,63
90880,1478636,110
90881,1478658,46
90882,1478666,54
90883,1478667,32
90884,1478668,51
90885,1478679,55
90886,1478728,81
90887,1478756,34
90888,1478783,489
90889,1478803,43
90890,1478813,58
90891,1478817,277
90892,1478849,51
90893,1478879,44
90894,1478889,37
90895,1478892,88
90896,1478920,89
90897,1478929,49
90898,1478940,48
90899,1478949,48
90900,1478962,104
90901,1478995,56
90902,1479006,52
90903,1479018,36
90904,1479019,78
90905,1479055,55
90906,1479118,97
90907,1479134,60
90908,1479139,64
90909,1479141,51
90910,1479142,73
90911,1479156,57
90912,1479173,43
90913,1479234,58
90914,1479251,75
90915,1479296,112
90916,1479300,57
90917,1479320,38
90918,1479324,47
90919,1479339,160
90920,1479341,84
90921,1479357,56
90922,1479358,71
90923,1479365,35
90924,1479378,104
90925,1479415,50
90926,1479418,71
90927,1479442,67
90928,1479470,59
90929,1479518,43
90930,1479523,63
90931,1479534,168
90932,1479535,61
90933,1479546,43
90934,1479562,88
90935,1479572,35
90936,1479578,60
90937,1479579,68
90938,1479580,59
90939,1479583,63
90940,1479589,132
90941,1479655,38
90942,1479656,43
90943,1479662,48
90944,1479692,120
90945,1479734,91
90946,1479744,731
90947,1479751,43
90948,1479755,48
90949,1479763,58
90950,1479783,121
90951,1479792,53
90952,1479809,61
90953,1479839,50
90954,1479852,228
90955,1479861,56
90956,1479871,33
90957,1479895,175
90958,1479899,63
90959,1479903,46
90960,1479905,56
90961,1479923,1379
90962,1479940,58
90963,1479948,60
90964,1479952,38
90965,1479958,75
90966,1479977,48
90967,1479986,60
90968,1479990,74
90969,1480013,70
90970,1480019,69
90971,1480030,43
90972,1480049,52
90973,1480052,209
90974,1480067,55
90975,1480095,63
90976,1480097,43
90977,1480110,76
90978,1480112,38
90979,1480173,109
90980,1480187,52
90981,1480199,37
90982,1480226,40
90983,1480230,62
90984,1480234,88
90985,1480243,82
90986,1480312,378
90987,1480317,71
90988,1480329,63
90989,1480350,106
90990,1480371,53
90991,1480387,155
90992,1480399,61
90993,1480408,54
90994,1480441,52
90995,1480466,39
90996,1480469,38
90997,1480486,331
90998,1480488,207
90999,1480492,41
91000,1480500,38
91001,1480523,54
91002,1480536,73
91003,1480542,77
91004,1480563,107
91005,1480591,47
91006,1480603,84
91007,1480606,37
91008,1480608,113
91009,1480618,260
91010,1480628,154
91011,1480684,53
91012,1480724,143
91013,1480729,48
91014,1480761,80
91015,1480791,39
91016,1480799,51
91017,1480815,76
91018,1480831,68
91019,1480833,141
91020,1480844,62
91021,1480847,49
91022,1480870,52
91023,1480893,84
91024,1480898,65
91025,1480899,185
91026,1480905,207
91027,1480908,38
91028,1480950,95
91029,1480991,65
91030,1480996,77
91031,1481018,80
91032,1481022,52
91033,1481047,74
91034,1481053,77
91035,1481068,60
91036,1481078,45
91037,1481099,144
91038,1481118,73
91039,1481134,385
91040,1481164,50
91041,1481173,86
91042,1481176,41
91043,1481202,47
91044,1481216,98
91045,1481224,241
91046,1481245,58
91047,1481280,61
91048,1481284,46
91049,1481303,46
91050,1481312,48
91051,1481325,82
91052,1481330,125
91053,1481331,65
91054,1481342,46
91055,1481361,52
91056,1481386,84
91057,1481392,43
91058,1481405,54
91059,1481429,92
91060,1481441,32
91061,1481443,43
91062,1481451,92
91063,1481465,54
91064,1481474,52
91065,1481475,81
91066,1481492,41
91067,1481509,37
91068,1481569,54
91069,1481582,58
91070,1481588,57
91071,1481594,92
91072,1481636,57
91073,1481644,97
91074,1481681,38
91075,1481719,66
91076,1481736,61
91077,1481753,52
91078,1481771,87
91079,1481783,42
91080,1481799,96
91081,1481821,98
91082,1481834,57
91083,1481846,53
91084,1481849,177
91085,1481854,44
91086,1481856,38
91087,1481866,68
91088,1481870,89
91089,1481937,47
91090,1481940,590
91091,1481943,104
91092,1481956,51
91093,1481962,33
91094,1481985,60
91095,1482012,77
91096,1482036,71
91097,1482038,56
91098,1482080,42
91099,1482136,44
91100,1482152,46
91101,1482177,43
91102,1482210,70
91103,1482226,72
91104,1482228,89
91105,1482229,401
91106,1482260,63
91107,1482279,69
91108,1482292,79
91109,1482319,86
91110,1482352,38
91111,1482413,56
91112,1482423,45
91113,1482462,49
91114,1482515,127
91115,1482536,63
91116,1482568,58
91117,1482587,73
91118,1482606,40
91119,1482625,109
91120,1482648,57
91121,1482651,54
91122,1482653,70
91123,1482654,206
91124,1482704,87
91125,1482716,159
91126,1482727,137
91127,1482781,88
91128,1482799,98
91129,1482803,71
91130,1482858,31
91131,1482861,64
91132,1482873,64
91133,1482900,49
91134,1482922,36
91135,1482931,76
91136,1482952,73
91137,1482959,43
91138,1482977,57
91139,1482980,202
91140,1483018,43
91141,1483057,57
91142,1483067,55
91143,1483071,104
91144,1483108,132
91145,1483110,80
91146,1483111,44
91147,1483112,59
91148,1483114,57
91149,1483200,252
91150,1483216,79
91151,1483237,50
91152,1483239,66
91153,1483255,73
91154,1483277,44
91155,1483289,88
91156,1483315,38
91157,1483329,1976
91158,1483333,56
91159,1483345,98
91160,1483403,96
91161,1483426,51
91162,1483435,77
91163,1483460,63
91164,1483492,64
91165,1483506,40
91166,1483528,49
91167,1483552,37
91168,1483553,64
91169,1483561,34
91170,1483570,45
91171,1483579,63
91172,1483626,41
91173,1483628,40
91174,1483633,172
91175,1483667,35
91176,1483672,62
91177,1483697,51
91178,1483698,72
91179,1483699,47
91180,1483709,58
91181,1483717,92
91182,1483748,55
91183,1483798,74
91184,1483811,62
91185,1483833,83
91186,1483840,684
91187,1483855,64
91188,1483858,81
91189,1483869,61
91190,1483879,100
91191,1483910,54
91192,1483920,50
91193,1483944,47
91194,1483964,58
91195,1483976,53
91196,1484024,94
91197,1484029,84
91198,1484031,37
91199,1484043,76
91200,1484052,73
91201,1484064,74
91202,1484071,56
91203,1484080,50
91204,1484091,61
91205,1484114,60
91206,1484129,51
91207,1484134,46
91208,1484147,58
91209,1484148,180
91210,1484150,78
91211,1484172,42
91212,1484179,43
91213,1484187,42
91214,1484211,39
91215,1484219,60
91216,1484231,67
91217,1484232,43
91218,1484236,55
91219,1484295,42
91220,1484317,91
91221,1484325,45
91222,1484329,147
91223,1484340,196
91224,1484352,29
91225,1484375,86
91226,1484386,55
91227,1484393,70
91228,1484418,150
91229,1484419,41
91230,1484430,39
91231,1484431,44
91232,1484458,11044
91233,1484469,68
91234,1484493,42
91235,1484517,110
91236,1484541,69
91237,1484546,65
91238,1484554,63
91239,1484559,35
91240,1484560,81
91241,1484561,331
91242,1484563,44
91243,1484566,65
91244,1484595,67
91245,1484599,107
91246,1484606,78
91247,1484639,87
91248,1484680,58
91249,1484713,44
91250,1484735,40
91251,1484743,46
91252,1484749,49
91253,1484787,212
91254,1484824,122
91255,1484834,37
91256,1484841,105
91257,1484862,71
91258,1484888,52
91259,1484906,79
91260,1484909,44
91261,1484922,80
91262,1484959,79
91263,1484969,54
91264,1484971,136
91265,1484988,46
91266,1485039,54
91267,1485054,40
91268,1485058,65
91269,1485068,70
91270,1485082,81
91271,1485140,85
91272,1485197,71
91273,1485255,85
91274,1485263,106
91275,1485273,87
91276,1485282,35
91277,1485324,638
91278,1485358,734
91279,1485367,231
91280,1485370,4610
91281,1485388,71
91282,1485418,73
91283,1485504,75
91284,1485511,45
91285,1485517,46
91286,1485534,58
91287,1485554,71
91288,1485569,44
91289,1485621,68
91290,1485635,60
91291,1485653,69
91292,1485658,53
91293,1485671,52
91294,1485674,51
91295,1485680,52
91296,1485705,65
91297,1485740,87
91298,1485759,171
91299,1485760,6079
91300,1485770,117
91301,1485789,60
91302,1485829,66
91303,1485841,42
91304,1485887,61
91305,1485909,46
91306,1485926,99
91307,1485942,57
91308,1485982,72
91309,1485985,51
91310,1485988,42
91311,1486026,143
91312,1486029,61
91313,1486069,47
91314,1486100,696
91315,1486128,103
91316,1486135,52
91317,1486151,61
91318,1486171,64
91319,1486178,180
91320,1486180,37
91321,1486195,103
91322,1486210,46
91323,1486217,145
91324,1486264,118
91325,1486268,79
91326,1486271,41
91327,1486277,86
91328,1486293,90
91329,1486311,67
91330,1486350,77
91331,1486352,49
91332,1486360,167
91333,1486372,482
91334,1486377,528
91335,1486392,60
91336,1486414,147
91337,1486446,50
91338,1486452,49
91339,1486530,48
91340,1486585,81
91341,1486594,79
91342,1486601,100
91343,1486618,163
91344,1486632,38
91345,1486633,350
91346,1486645,56
91347,1486684,45
91348,1486692,143
91349,1486760,42
91350,1486791,42
91351,1486816,75
91352,1486836,81
91353,1486856,56
91354,1486869,102
91355,1486891,49
91356,1486923,56
91357,1486930,53
91358,1486944,45
91359,1486954,201
91360,1486966,112
91361,1486987,127
91362,1486992,55
91363,1487015,44
91364,1487049,56
91365,1487089,57
91366,1487102,84
91367,1487122,104
91368,1487124,34
91369,1487132,72
91370,1487138,38
91371,1487147,52
91372,1487162,223
91373,1487178,81
91374,1487199,251
91375,1487202,64
91376,1487231,47
91377,1487250,82
91378,1487253,80
91379,1487256,44
91380,1487270,53
91381,1487279,183
91382,1487304,46
91383,1487310,39
91384,1487330,47
91385,1487332,87
91386,1487379,39
91387,1487387,85
91388,1487400,77
91389,1487427,88
91390,1487435,112
91391,1487462,79
91392,1487464,169
91393,1487466,60
91394,1487501,83
91395,1487515,52
91396,1487520,55
91397,1487549,43
91398,1487570,55
91399,1487588,42
91400,1487592,74
91401,1487606,47
91402,1487609,337
91403,1487636,77
91404,1487640,85
91405,1487641,134
91406,1487648,85
91407,1487658,82
91408,1487695,57
91409,1487701,49
91410,1487714,76
91411,1487724,92
91412,1487725,65
91413,1487733,7185
91414,1487758,129
91415,1487767,88
91416,1487778,54
91417,1487779,70
91418,1487820,181
91419,1487855,71
91420,1487856,41
91421,1487863,69
91422,1487877,73
91423,1487883,55
91424,1487886,74
91425,1487891,42
91426,1487899,48
91427,1487916,44
91428,1487917,39
91429,1487922,212
91430,1487926,77
91431,1487936,46
91432,1487955,173
91433,1487976,55
91434,1487991,61
91435,1487994,88
91436,1488007,33
91437,1488015,112
91438,1488016,44
91439,1488024,152
91440,1488064,43
91441,1488080,44
91442,1488120,61
91443,1488121,32
91444,1488150,55
91445,1488163,95
91446,1488181,40
91447,1488184,76
91448,1488186,59
91449,1488229,148
91450,1488237,35
91451,1488256,74
91452,1488259,37
91453,1488284,78
91454,1488315,43
91455,1488321,85
91456,1488322,49
91457,1488323,43
91458,1488339,34
91459,1488362,80
91460,1488371,36
91461,1488389,45
91462,1488416,53
91463,1488434,45
91464,1488447,95
91465,1488456,74
91466,1488460,121
91467,1488464,67
91468,1488468,33
91469,1488478,93
91470,1488515,37
91471,1488529,48
91472,1488540,52
91473,1488542,84
91474,1488559,66
91475,1488582,57
91476,1488588,57
91477,1488601,50
91478,1488603,121
91479,1488608,60
91480,1488616,43
91481,1488631,236
91482,1488653,79
91483,1488654,48
91484,1488723,105
91485,1488726,47
91486,1488735,60
91487,1488761,46
91488,1488802,156
91489,1488825,41
91490,1488841,61
91491,1488853,56
91492,1488874,181
91493,1488882,48
91494,1488918,67
91495,1488940,72
91496,1488955,38
91497,1488961,132
91498,1488975,52
91499,1488993,47
91500,1489009,46
91501,1489015,38
91502,1489020,33
91503,1489041,54
91504,1489064,49
91505,1489113,82
91506,1489145,75
91507,1489176,65
91508,1489187,56
91509,1489232,67
91510,1489233,36
91511,1489239,59
91512,1489240,197
91513,1489241,41
91514,1489242,50
91515,1489246,64
91516,1489251,48
91517,1489263,65
91518,1489282,62
91519,1489308,69
91520,1489317,33
91521,1489323,74
91522,1489326,47
91523,1489393,76
91524,1489397,49
91525,1489404,66
91526,1489442,57
91527,1489454,81
91528,1489495,124
91529,1489539,82
91530,1489545,35
91531,1489564,81
91532,1489587,46
91533,1489605,170
91534,1489633,46
91535,1489649,76
91536,1489663,84
91537,1489666,106
91538,1489676,76
91539,1489692,70
91540,1489694,74
91541,1489743,167
91542,1489754,53
91543,1489801,39
91544,1489811,59
91545,1489873,54
91546,1489874,50
91547,1489876,61
91548,1489880,83
91549,1489885,61
91550,1489905,67
91551,1489933,88
91552,1489946,123
91553,1489950,71
91554,1489954,145
91555,1489984,43
91556,1490003,46
91557,1490008,117
91558,1490048,98
91559,1490050,151
91560,1490055,61
91561,1490059,212
91562,1490070,118
91563,1490087,104
91564,1490148,59
91565,1490151,49
91566,1490186,147
91567,1490201,60
91568,1490228,102
91569,1490244,75
91570,1490267,70
91571,1490296,139
91572,1490321,47
91573,1490329,56
91574,1490349,40
91575,1490350,62
91576,1490361,110
91577,1490384,41
91578,1490387,968
91579,1490390,63
91580,1490396,54
91581,1490400,57
91582,1490431,57
91583,1490447,52
91584,1490458,61
91585,1490465,44
91586,1490470,98
91587,1490471,61
91588,1490535,40
91589,1490537,127
91590,1490550,68
91591,1490552,77
91592,1490553,80
91593,1490569,20000
91594,1490593,47
91595,1490599,105
91596,1490625,61
91597,1490636,63
91598,1490644,61
91599,1490660,56
91600,1490666,135
91601,1490669,118
91602,1490722,46
91603,1490764,60
91604,1490776,121
91605,1490786,108
91606,1490795,53
91607,1490807,311
91608,1490812,39
91609,1490833,77
91610,1490848,82
91611,1490849,83
91612,1490861,317
91613,1490879,135
91614,1490885,58
91615,1490887,463
91616,1490892,70
91617,1490941,51
91618,1490942,48
91619,1490956,47
91620,1490975,136
91621,1490982,44
91622,1490989,55
91623,1490993,58
91624,1491009,55
91625,1491013,295
91626,1491056,95
91627,1491058,51
91628,1491072,45
91629,1491107,73
91630,1491124,79
91631,1491126,51
91632,1491174,44
91633,1491200,55
91634,1491201,35
91635,1491263,54
91636,1491301,120
91637,1491310,63
91638,1491345,238
91639,1491346,64
91640,1491366,360
91641,1491392,215
91642,1491400,49
91643,1491429,64
91644,1491439,208
91645,1491463,60
91646,1491485,55
91647,1491505,61
91648,1491507,128
91649,1491520,50
91650,1491543,75
91651,1491562,57
91652,1491619,52
91653,1491625,29
91654,1491645,68
91655,1491647,572
91656,1491688,3756
91657,1491705,53
91658,1491711,47
91659,1491712,40
91660,1491715,102
91661,1491730,48
91662,1491738,32
91663,1491763,92
91664,1491772,23
91665,1491827,56
91666,1491833,46
91667,1491836,82
91668,1491853,159
91669,1491862,63
91670,1491867,39
91671,1491904,84
91672,1491911,117
91673,1491916,35
91674,1491921,87
91675,1491947,137
91676,1491974,435
91677,1491975,117
91678,1491995,863
91679,1492004,56
91680,1492020,91
91681,1492026,121
91682,1492039,76
91683,1492043,40
91684,1492058,58
91685,1492077,118
91686,1492088,85
91687,1492112,39
91688,1492188,77
91689,1492189,96
91690,1492202,50
91691,1492219,131
91692,1492231,77
91693,1492268,95
91694,1492273,49
91695,1492291,88
91696,1492299,58
91697,1492301,67
91698,1492315,104
91699,1492356,57
91700,1492368,67
91701,1492379,67
91702,1492391,184
91703,1492430,63
91704,1492453,35
91705,1492469,85
91706,1492494,46
91707,1492511,48
91708,1492533,44
91709,1492573,58
91710,1492583,157
91711,1492599,47
91712,1492604,52
91713,1492623,62
91714,1492630,64
91715,1492665,55
91716,1492688,50
91717,1492691,138
91718,1492707,153
91719,1492717,36
91720,1492796,155
91721,1492809,91
91722,1492830,92
91723,1492833,74
91724,1492922,202
91725,1493000,57
91726,1493018,74
91727,1493025,30
91728,1493029,66
91729,1493035,50
91730,1493077,39
91731,1493110,328
91732,1493111,80
91733,1493128,54
91734,1493136,311
91735,1493143,54
91736,1493175,57
91737,1493224,112
91738,1493235,42
91739,1493261,83
91740,1493263,35
91741,1493264,45
91742,1493282,16930
91743,1493323,65
91744,1493330,46
91745,1493365,60
91746,1493388,93
91747,1493407,82
91748,1493420,50
91749,1493443,76
91750,1493470,38
91751,1493505,75
91752,1493514,43
91753,1493518,64
91754,1493529,80
91755,1493552,68
91756,1493599,81
91757,1493601,34
91758,1493646,81
91759,1493652,98
91760,1493668,65
91761,1493675,225
91762,1493678,44
91763,1493716,35
91764,1493720,38
91765,1493728,86
91766,1493737,49
91767,1493762,71
91768,1493784,77
91769,1493790,36
91770,1493823,47
91771,1493834,88
91772,1493837,190
91773,1493842,45
91774,1493850,70
91775,1493880,54
91776,1493905,45
91777,1493919,70
91778,1493928,601
91779,1493954,39
91780,1493958,61
91781,1493969,53
91782,1493995,93
91783,1494041,248
91784,1494042,76
91785,1494058,74
91786,1494079,58
91787,1494088,67
91788,1494102,60
91789,1494109,76
91790,1494148,78
91791,1494152,59
91792,1494155,87
91793,1494188,78
91794,1494203,347
91795,1494205,50
91796,1494208,546
91797,1494223,67
91798,1494243,52
91799,1494266,51
91800,1494281,90
91801,1494294,49
91802,1494301,39
91803,1494340,85
91804,1494365,78
91805,1494367,46
91806,1494371,84
91807,1494381,71
91808,1494385,70
91809,1494408,134
91810,1494421,64
91811,1494435,41
91812,1494437,75
91813,1494523,48
91814,1494552,50
91815,1494557,44
91816,1494586,39
91817,1494589,97
91818,1494593,329
91819,1494605,82
91820,1494607,122
91821,1494639,59
91822,1494660,361
91823,1494696,79
91824,1494722,93
91825,1494723,54
91826,1494729,64
91827,1494738,43
91828,1494755,31
91829,1494756,67
91830,1494774,72
91831,1494776,40
91832,1494786,82
91833,1494826,179
91834,1494835,78
91835,1494839,108
91836,1494853,47
91837,1494926,39
91838,1494941,37
91839,1494943,68
91840,1494948,76
91841,1494956,54
91842,1494967,54
91843,1494971,96
91844,1495057,50
91845,1495067,57
91846,1495087,665
91847,1495097,51
91848,1495099,104
91849,1495116,86
91850,1495120,78
91851,1495133,3637
91852,1495208,50
91853,1495210,45
91854,1495222,46
91855,1495224,97
91856,1495234,57
91857,1495252,75
91858,1495257,35
91859,1495273,96
91860,1495329,74
91861,1495334,127
91862,1495350,78
91863,1495365,57
91864,1495383,218
91865,1495414,42
91866,1495421,68
91867,1495433,40
91868,1495448,40
91869,1495464,58
91870,1495487,67
91871,1495514,86
91872,1495525,173
91873,1495549,42
91874,1495569,1829
91875,1495575,53
91876,1495583,32
91877,1495606,51
91878,1495623,57
91879,1495639,80
91880,1495663,95
91881,1495669,79
91882,1495711,100
91883,1495722,58
91884,1495723,62
91885,1495744,70
91886,1495763,185
91887,1495764,152
91888,1495768,59
91889,1495774,45
91890,1495778,47
91891,1495782,34
91892,1495796,2030
91893,1495802,41
91894,1495825,68
91895,1495845,64
91896,1495849,104
91897,1495880,77
91898,1495885,79
91899,1495900,29
91900,1495901,63
91901,1495951,37
91902,1495952,63
91903,1495959,79
91904,1496001,283
91905,1496009,131
91906,1496010,57
91907,1496040,81
91908,1496043,210
91909,1496047,99
91910,1496052,64
91911,1496141,80
91912,1496142,54
91913,1496182,47
91914,1496188,88
91915,1496195,36
91916,1496198,50
91917,1496235,74
91918,1496260,88
91919,1496285,70
91920,1496326,44
91921,1496327,44
91922,1496335,66
91923,1496343,39
91924,1496352,37
91925,1496385,79
91926,1496398,71
91927,1496401,92
91928,1496409,87
91929,1496419,65
91930,1496420,59
91931,1496424,90
91932,1496442,103
91933,1496457,42
91934,1496464,56
91935,1496496,148
91936,1496513,88
91937,1496514,83
91938,1496520,46
91939,1496534,65
91940,1496589,44
91941,1496593,58
91942,1496594,82
91943,1496614,94
91944,1496622,66
91945,1496626,61
91946,1496677,47
91947,1496682,71
91948,1496684,42
91949,1496737,59
91950,1496754,52
91951,1496795,42
91952,1496814,114
91953,1496842,478
91954,1496849,67
91955,1496859,139
91956,1496888,63
91957,1496897,62
91958,1496900,62
91959,1496901,66
91960,1496906,37
91961,1496919,41
91962,1496928,144
91963,1496929,58
91964,1496946,105
91965,1496972,170
91966,1496984,46
91967,1497026,68
91968,1497081,78
91969,1497101,122
91970,1497107,46
91971,1497130,35
91972,1497162,34
91973,1497175,42
91974,1497183,38
91975,1497186,49
91976,1497217,32
91977,1497240,94
91978,1497242,75
91979,1497244,53
91980,1497253,92
91981,1497279,67
91982,1497284,38
91983,1497332,91
91984,1497333,97
91985,1497336,163
91986,1497338,56
91987,1497345,41
91988,1497419,39
91989,1497422,44
91990,1497446,54
91991,1497449,116
91992,1497450,65
91993,1497466,75
91994,1497477,73
91995,1497485,87
91996,1497497,61
91997,1497498,39
91998,1497526,384
91999,1497531,50
92000,1497538,122
92001,1497543,78
92002,1497560,61
92003,1497564,65
92004,1497586,39
92005,1497591,59
92006,1497618,158
92007,1497629,36
92008,1497639,56
92009,1497649,77
92010,1497657,65
92011,1497659,5806
92012,1497665,62
92013,1497676,51
92014,1497685,104
92015,1497713,35
92016,1497728,658
92017,1497760,65
92018,1497761,36
92019,1497763,73
92020,1497774,146
92021,1497797,1118
92022,1497800,37
92023,1497816,100
92024,1497819,44
92025,1497826,48
92026,1497828,53
92027,1497875,39
92028,1497897,70
92029,1497898,78
92030,1497945,57
92031,1497963,88
92032,1497986,43
92033,1497997,52
92034,1498043,51
92035,1498049,96
92036,1498062,52
92037,1498064,90
92038,1498110,99
92039,1498144,31
92040,1498154,47
92041,1498164,70
92042,1498173,72
92043,1498185,67
92044,1498191,68
92045,1498195,50
92046,1498211,44
92047,1498218,84
92048,1498223,259
92049,1498264,58
92050,1498283,40
92051,1498284,56
92052,1498288,83
92053,1498291,40
92054,1498296,87
92055,1498300,39
92056,1498322,48
92057,1498327,592
92058,1498343,113
92059,1498351,52
92060,1498352,47
92061,1498353,64
92062,1498361,61
92063,1498378,174
92064,1498427,43
92065,1498429,82
92066,1498431,87
92067,1498441,645
92068,1498451,37
92069,1498467,51
92070,1498469,101
92071,1498489,55
92072,1498567,137
92073,1498570,167
92074,1498575,45
92075,1498578,66
92076,1498615,92
92077,1498617,51
92078,1498644,38
92079,1498653,58
92080,1498667,121
92081,1498683,68
92082,1498687,162
92083,1498714,54
92084,1498744,60
92085,1498750,466
92086,1498755,64
92087,1498765,58
92088,1498772,62
92089,1498779,192
92090,1498786,55
92091,1498812,40
92092,1498817,83
92093,1498826,46
92094,1498827,74
92095,1498835,77
92096,1498876,52
92097,1498904,97
92098,1498924,90
92099,1498933,125
92100,1498942,61
92101,1498950,61
92102,1498951,49
92103,1498967,67
92104,1498971,81
92105,1498985,91
92106,1498988,131
92107,1498990,46
92108,1499008,60
92109,1499009,54
92110,1499039,62
92111,1499048,60
92112,1499074,46
92113,1499092,65
92114,1499093,76
92115,1499097,65
92116,1499103,89
92117,1499133,67
92118,1499152,71
92119,1499165,49
92120,1499183,85
92121,1499191,47
92122,1499228,52
92123,1499229,45
92124,1499268,48
92125,1499315,44
92126,1499321,41
92127,1499364,332
92128,1499400,62
92129,1499404,43
92130,1499439,69
92131,1499446,45
92132,1499450,33
92133,1499483,50
92134,1499499,51
92135,1499503,124
92136,1499525,44
92137,1499527,74
92138,1499531,44
92139,1499533,64
92140,1499540,39
92141,1499597,47
92142,1499604,77
92143,1499609,178
92144,1499625,47
92145,1499629,84
92146,1499654,154
92147,1499659,48
92148,1499660,49
92149,1499680,40
92150,1499688,61
92151,1499694,36
92152,1499714,51
92153,1499716,63
92154,1499719,46
92155,1499723,56
92156,1499737,70
92157,1499744,135
92158,1499756,73
92159,1499776,241
92160,1499777,54
92161,1499781,53
92162,1499787,71
92163,1499796,66
92164,1499804,52
92165,1499811,49
92166,1499816,50
92167,1499822,52
92168,1499849,34
92169,1499861,43
92170,1499873,76
92171,1499882,49
92172,1499886,138
92173,1499888,40
92174,1499903,54
92175,1499927,48
92176,1499931,89
92177,1499935,88
92178,1499962,33
92179,1499963,221
92180,1500001,66
92181,1500034,106
92182,1500043,48
92183,1500050,89
92184,1500087,36
92185,1500097,201
92186,1500113,38
92187,1500114,81
92188,1500127,44
92189,1500166,45
92190,1500185,96
92191,1500187,172
92192,1500209,41
92193,1500232,69
92194,1500235,52
92195,1500252,104
92196,1500278,68
92197,1500303,62
92198,1500335,36
92199,1500353,224
92200,1500372,62
92201,1500403,47
92202,1500413,84
92203,1500419,72
92204,1500440,55
92205,1500451,29
92206,1500460,43
92207,1500489,46
92208,1500496,63
92209,1500523,41
92210,1500543,75
92211,1500577,52
92212,1500602,40
92213,1500605,67
92214,1500651,51
92215,1500654,61
92216,1500662,115
92217,1500693,38
92218,1500708,58
92219,1500720,52
92220,1500756,52
92221,1500762,220
92222,1500800,73
92223,1500802,113
92224,1500822,56
92225,1500840,51
92226,1500846,48
92227,1500888,302
92228,1500903,94
92229,1500916,56
92230,1500998,141
92231,1501048,78
92232,1501050,57
92233,1501070,843
92234,1501109,63
92235,1501115,38
92236,1501129,99
92237,1501142,71
92238,1501178,190
92239,1501217,49
92240,1501225,85
92241,1501257,92
92242,1501262,59
92243,1501297,254
92244,1501301,34
92245,1501321,85
92246,1501324,89
92247,1501352,73
92248,1501357,73
92249,1501392,43
92250,1501393,35
92251,1501397,59
92252,1501404,74
92253,1501427,89
92254,1501435,50
92255,1501442,47
92256,1501450,105
92257,1501455,75
92258,1501459,96
92259,1501472,47
92260,1501504,76
92261,1501507,61
92262,1501548,97
92263,1501582,462
92264,1501616,41
92265,1501617,53
92266,1501635,54
92267,1501638,44
92268,1501674,155
92269,1501697,39
92270,1501721,46
92271,1501723,70
92272,1501788,60
92273,1501821,47
92274,1501847,177
92275,1501878,50
92276,1501883,45
92277,1501902,38
92278,1501905,83
92279,1501911,177
92280,1501920,123
92281,1501924,190
92282,1501945,76
92283,1501979,50
