,event_id,n_pulses,train,validate
87947,1431185,48,1,0
87948,1431191,41,1,0
87949,1431200,55,1,0
87950,1431230,60,1,0
87951,1431254,44,1,0
87954,1431301,34,1,0
87955,1431318,67,1,0
87956,1431335,86,1,0
87957,1431358,64,1,0
87958,1431359,63,1,0
87960,1431364,40,1,0
87961,1431381,72,1,0
87963,1431418,83,1,0
87964,1431427,56,1,0
87965,1431447,91,1,0
87967,1431468,92,1,0
87968,1431469,36,1,0
87969,1431497,56,1,0
87970,1431506,78,1,0
87971,1431516,54,1,0
87972,1431521,38,1,0
87973,1431528,65,1,0
87974,1431531,96,1,0
87975,1431544,37,1,0
87977,1431649,68,1,0
87978,1431650,60,1,0
87980,1431675,43,1,0
87982,1431725,51,1,0
87983,1431734,46,1,0
87985,1431808,86,1,0
87986,1431838,54,1,0
87988,1431845,126,1,0
87989,1431861,77,1,0
87990,1431876,66,1,0
87991,1431893,64,1,0
87992,1431904,50,1,0
87993,1431905,84,1,0
87994,1431955,55,1,0
87995,1431956,98,1,0
87996,1431963,76,1,0
87998,1431985,50,1,0
88000,1432107,72,1,0
88001,1432108,64,1,0
88002,1432118,75,1,0
88003,1432122,51,1,0
88004,1432153,79,1,0
88006,1432225,171,1,0
88007,1432238,126,1,0
88008,1432241,88,1,0
88009,1432252,171,1,0
88010,1432256,44,1,0
88011,1432258,60,1,0
88012,1432274,49,1,0
88013,1432288,67,1,0
88014,1432298,46,1,0
88015,1432330,86,1,0
88016,1432341,50,1,0
88017,1432394,69,1,0
88018,1432404,122,1,0
88019,1432407,44,1,0
88020,1432416,58,1,0
88022,1432423,40,1,0
88023,1432474,59,1,0
88024,1432495,52,1,0
88025,1432577,91,1,0
88026,1432613,53,1,0
88027,1432624,75,1,0
88028,1432625,98,1,0
88029,1432627,157,1,0
88030,1432628,129,1,0
88034,1432647,85,1,0
88035,1432652,157,1,0
88038,1432680,41,1,0
88039,1432686,44,1,0
88040,1432691,75,1,0
88041,1432703,27,1,0
88042,1432704,36,1,0
88043,1432706,56,1,0
88044,1432714,148,1,0
88045,1432731,78,1,0
88047,1432754,28,1,0
88048,1432761,97,1,0
88050,1432798,58,1,0
88051,1432826,113,1,0
88054,1432857,77,1,0
88055,1432858,137,1,0
88059,1432956,41,1,0
88061,1432983,73,1,0
88062,1432987,83,1,0
88063,1433017,118,1,0
88064,1433019,41,1,0
88066,1433049,61,1,0
88067,1433050,38,1,0
88068,1433053,56,1,0
88069,1433062,82,1,0
88070,1433066,54,1,0
88071,1433101,193,1,0
88073,1433138,54,1,0
88074,1433154,51,1,0
88075,1433168,51,1,0
88076,1433172,59,1,0
88077,1433189,33,1,0
88078,1433198,84,1,0
88079,1433204,33,1,0
88080,1433237,38,1,0
88083,1433323,94,1,0
88084,1433326,74,1,0
88085,1433331,88,1,0
88086,1433332,84,1,0
88087,1433350,147,1,0
88088,1433351,59,1,0
88089,1433361,81,1,0
88090,1433375,86,1,0
88091,1433385,60,1,0
88092,1433406,66,1,0
88093,1433418,163,1,0
88095,1433453,40,1,0
88096,1433459,78,1,0
88097,1433465,76,1,0
88100,1433530,84,1,0
88103,1433613,91,1,0
88104,1433615,41,1,0
88106,1433657,65,1,0
88107,1433674,50,1,0
88108,1433696,74,1,0
88109,1433732,75,1,0
88110,1433744,51,1,0
88111,1433762,169,1,0
88112,1433778,47,1,0
88113,1433787,51,1,0
88114,1433844,72,1,0
88115,1433857,125,1,0
88116,1433877,51,1,0
88118,1433906,68,1,0
88119,1433910,65,1,0
88123,1433997,110,1,0
88124,1434006,29,1,0
88125,1434090,50,1,0
88126,1434097,71,1,0
88127,1434102,63,1,0
88128,1434103,65,1,0
88129,1434132,83,1,0
88131,1434220,43,1,0
88132,1434226,57,1,0
88133,1434230,66,1,0
88134,1434249,41,1,0
88136,1434344,81,1,0
88137,1434410,63,1,0
88138,1434425,72,1,0
88139,1434467,53,1,0
88143,1434524,47,1,0
88144,1434536,45,1,0
88145,1434539,41,1,0
88146,1434541,77,1,0
88147,1434592,69,1,0
88148,1434594,44,1,0
88151,1434620,100,1,0
88152,1434623,53,1,0
88153,1434630,76,1,0
88155,1434700,77,1,0
88157,1434753,48,1,0
88158,1434757,133,1,0
88159,1434759,74,1,0
88161,1434798,83,1,0
88163,1434875,187,1,0
88164,1434877,48,1,0
88165,1434903,61,1,0
88166,1434904,97,1,0
88167,1434916,61,1,0
88168,1434928,64,1,0
88169,1434929,81,1,0
88170,1434935,66,1,0
88171,1434972,88,1,0
88173,1435032,57,1,0
88175,1435058,91,1,0
88176,1435091,41,1,0
88177,1435104,93,1,0
88178,1435110,63,1,0
88179,1435141,99,1,0
88181,1435190,48,1,0
88183,1435211,69,1,0
88184,1435223,47,1,0
88185,1435225,61,1,0
88186,1435235,96,1,0
88187,1435239,128,1,0
88188,1435349,122,1,0
88189,1435367,113,1,0
88190,1435369,48,1,0
88191,1435370,45,1,0
88192,1435380,57,1,0
88193,1435391,89,1,0
88195,1435411,49,1,0
88196,1435463,69,1,0
88197,1435517,69,1,0
88198,1435531,72,1,0
88199,1435540,54,1,0
88200,1435542,42,1,0
88201,1435563,55,1,0
88202,1435574,108,1,0
88203,1435592,43,1,0
88204,1435593,36,1,0
88205,1435596,67,1,0
88206,1435606,61,1,0
88207,1435615,68,1,0
88208,1435622,124,1,0
88209,1435636,52,1,0
88212,1435673,98,1,0
88215,1435718,56,1,0
88218,1435737,64,1,0
88219,1435765,53,1,0
88222,1435819,60,1,0
88224,1435836,35,1,0
88225,1435854,50,1,0
88228,1435885,37,1,0
88229,1435908,46,1,0
88230,1435923,75,1,0
88231,1435927,54,1,0
88232,1435933,101,1,0
88233,1435957,80,1,0
88234,1435963,45,1,0
88235,1435967,65,1,0
88236,1435970,54,1,0
88237,1435972,45,1,0
88238,1435976,78,1,0
88239,1435986,67,1,0
88240,1436033,42,1,0
88241,1436048,49,1,0
88242,1436069,59,1,0
88243,1436090,49,1,0
88245,1436124,52,1,0
88246,1436142,55,1,0
88247,1436144,61,1,0
88248,1436154,53,1,0
88250,1436162,74,1,0
88251,1436163,87,1,0
88252,1436178,31,1,0
88253,1436180,50,1,0
88254,1436221,28,1,0
88255,1436265,47,1,0
88257,1436301,79,1,0
88258,1436315,70,1,0
88259,1436335,79,1,0
88260,1436338,48,1,0
88261,1436343,62,1,0
88262,1436378,65,1,0
88263,1436383,50,1,0
88265,1436420,44,1,0
88266,1436451,45,1,0
88268,1436511,56,1,0
88269,1436528,38,1,0
88270,1436539,63,1,0
88271,1436544,76,1,0
88272,1436548,58,1,0
88273,1436564,66,1,0
88275,1436597,91,1,0
88276,1436640,36,1,0
88277,1436650,57,1,0
88278,1436658,63,1,0
88279,1436671,85,1,0
88280,1436684,138,1,0
88281,1436691,71,1,0
88282,1436711,86,1,0
88283,1436715,50,1,0
88284,1436759,29,1,0
88285,1436779,49,1,0
88287,1436827,37,1,0
88289,1436834,39,1,0
88290,1436846,30,1,0
88291,1436857,106,1,0
88292,1436861,54,1,0
88294,1436883,43,1,0
88295,1436913,85,1,0
88297,1436950,53,1,0
88298,1436985,151,1,0
88300,1437037,51,1,0
88301,1437052,70,1,0
88302,1437074,173,1,0
88303,1437080,53,1,0
88304,1437082,50,1,0
88307,1437146,64,1,0
88308,1437162,54,1,0
88309,1437182,99,1,0
88310,1437211,70,1,0
88312,1437344,97,1,0
88314,1437421,85,1,0
88315,1437423,62,1,0
88316,1437438,49,1,0
88318,1437481,66,1,0
88319,1437502,117,1,0
88320,1437505,108,1,0
88321,1437606,46,1,0
88323,1437685,44,1,0
88324,1437687,80,1,0
88325,1437690,42,1,0
88326,1437718,79,1,0
88327,1437722,44,1,0
88328,1437753,109,1,0
88329,1437772,31,1,0
88330,1437787,89,1,0
88333,1437879,62,1,0
88335,1437906,57,1,0
88336,1437931,33,1,0
88338,1437985,36,1,0
88339,1438001,36,1,0
88340,1438017,46,1,0
88341,1438054,55,1,0
88342,1438078,45,1,0
88343,1438084,79,1,0
88345,1438130,170,1,0
88346,1438143,54,1,0
88347,1438144,113,1,0
88348,1438168,41,1,0
88349,1438170,147,1,0
88351,1438180,30,1,0
88352,1438194,36,1,0
88353,1438207,76,1,0
88354,1438239,66,1,0
88355,1438246,35,1,0
88356,1438260,53,1,0
88358,1438297,49,1,0
88359,1438307,37,1,0
88361,1438404,88,1,0
88362,1438426,67,1,0
88363,1438439,27,1,0
88364,1438440,78,1,0
88366,1438450,60,1,0
88367,1438459,85,1,0
88368,1438462,32,1,0
88369,1438479,58,1,0
88370,1438520,47,1,0
88373,1438549,61,1,0
88374,1438559,70,1,0
88375,1438561,37,1,0
88376,1438618,132,1,0
88377,1438621,52,1,0
88378,1438626,48,1,0
88379,1438684,76,1,0
88380,1438686,66,1,0
88381,1438701,42,1,0
88382,1438706,33,1,0
88383,1438725,47,1,0
88384,1438729,57,1,0
88385,1438763,51,1,0
88386,1438789,102,1,0
88387,1438859,141,1,0
88388,1438882,49,1,0
88389,1438887,55,1,0
88390,1438922,37,1,0
88392,1438967,54,1,0
88393,1438976,42,1,0
88394,1438994,35,1,0
88395,1438995,97,1,0
88396,1439009,52,1,0
88397,1439045,82,1,0
88398,1439065,143,1,0
88399,1439114,174,1,0
88400,1439157,57,1,0
88401,1439177,47,1,0
88402,1439181,75,1,0
88403,1439182,87,1,0
88405,1439193,62,1,0
88408,1439256,52,1,0
88409,1439299,55,1,0
88410,1439322,68,1,0
88411,1439327,54,1,0
88412,1439334,42,1,0
88414,1439359,38,1,0
88415,1439396,136,1,0
88417,1439400,64,1,0
88418,1439415,181,1,0
88419,1439518,49,1,0
88420,1439519,40,1,0
88421,1439534,47,1,0
88422,1439548,66,1,0
88423,1439557,40,1,0
88424,1439558,70,1,0
88427,1439587,53,1,0
88428,1439592,80,1,0
88429,1439603,44,1,0
88431,1439614,87,1,0
88432,1439642,70,1,0
88433,1439687,65,1,0
88434,1439698,166,1,0
88435,1439707,44,1,0
88436,1439739,62,1,0
88437,1439741,55,1,0
88438,1439745,56,1,0
88439,1439790,39,1,0
88440,1439796,84,1,0
88442,1439799,39,1,0
88443,1439802,45,1,0
88445,1439846,76,1,0
88446,1439850,54,1,0
88447,1439869,77,1,0
88448,1439875,77,1,0
88449,1439878,38,1,0
88452,1439911,81,1,0
88453,1439913,110,1,0
88456,1439948,110,1,0
88457,1439958,49,1,0
88458,1439964,37,1,0
88459,1439968,94,1,0
88461,1440017,170,1,0
88462,1440022,78,1,0
88463,1440025,70,1,0
88465,1440056,52,1,0
88466,1440082,72,1,0
88467,1440085,65,1,0
88469,1440108,190,1,0
88474,1440252,52,1,0
88475,1440260,87,1,0
88476,1440261,62,1,0
88477,1440291,92,1,0
88478,1440324,48,1,0
88480,1440419,78,1,0
88481,1440441,42,1,0
88482,1440463,35,1,0
88483,1440484,73,1,0
88484,1440499,45,1,0
88485,1440516,39,1,0
88487,1440549,90,1,0
88489,1440577,41,1,0
88490,1440579,52,1,0
88492,1440596,48,1,0
88493,1440603,82,1,0
88494,1440651,51,1,0
88495,1440675,121,1,0
88497,1440711,31,1,0
88498,1440727,88,1,0
88499,1440733,38,1,0
88500,1440771,54,1,0
88501,1440783,114,1,0
88502,1440787,91,1,0
88503,1440829,55,1,0
88505,1440859,71,1,0
88506,1440877,81,1,0
88507,1440883,38,1,0
88508,1440910,81,1,0
88509,1440928,159,1,0
88512,1440970,73,1,0
88517,1441018,40,1,0
88519,1441033,119,1,0
88520,1441038,47,1,0
88521,1441061,132,1,0
88522,1441094,44,1,0
88524,1441105,62,1,0
88527,1441129,65,1,0
88528,1441172,119,1,0
88529,1441220,53,1,0
88530,1441242,46,1,0
88531,1441244,122,1,0
88532,1441246,97,1,0
88533,1441254,50,1,0
88534,1441276,118,1,0
88535,1441284,66,1,0
88536,1441298,63,1,0
88538,1441319,41,1,0
88539,1441331,53,1,0
88541,1441363,28,1,0
88543,1441447,42,1,0
88544,1441464,35,1,0
88545,1441467,72,1,0
88546,1441472,84,1,0
88547,1441496,65,1,0
88548,1441497,48,1,0
88549,1441500,31,1,0
88550,1441521,49,1,0
88552,1441526,45,1,0
88553,1441531,47,1,0
88554,1441553,170,1,0
88556,1441574,56,1,0
88557,1441577,59,1,0
88559,1441596,56,1,0
88560,1441601,45,1,0
88563,1441659,97,1,0
88564,1441660,52,1,0
88565,1441683,73,1,0
88566,1441752,37,1,0
88567,1441757,88,1,0
88568,1441759,149,1,0
88570,1441817,42,1,0
88572,1441827,75,1,0
88574,1441879,86,1,0
88577,1441932,69,1,0
88578,1441938,122,1,0
88579,1441958,58,1,0
88582,1441996,51,1,0
88584,1442028,75,1,0
88585,1442031,47,1,0
88586,1442032,77,1,0
88587,1442035,61,1,0
88589,1442061,77,1,0
88590,1442065,47,1,0
88591,1442111,99,1,0
88592,1442112,93,1,0
88594,1442135,73,1,0
88596,1442216,87,1,0
88597,1442223,45,1,0
88598,1442225,72,1,0
88599,1442228,54,1,0
88600,1442243,67,1,0
88601,1442256,51,1,0
88602,1442266,41,1,0
88603,1442271,51,1,0
88604,1442282,64,1,0
88605,1442303,72,1,0
88607,1442341,95,1,0
88609,1442355,45,1,0
88610,1442367,40,1,0
88611,1442376,50,1,0
88613,1442396,68,1,0
88614,1442404,58,1,0
88615,1442439,36,1,0
88616,1442464,55,1,0
88617,1442470,40,1,0
88618,1442564,37,1,0
88619,1442577,89,1,0
88620,1442599,84,1,0
88621,1442625,138,1,0
88622,1442638,130,1,0
88623,1442657,58,1,0
88625,1442691,45,1,0
88627,1442715,31,1,0
88628,1442731,39,1,0
88629,1442745,78,1,0
88630,1442781,81,1,0
88631,1442793,67,1,0
88633,1442801,90,1,0
88634,1442804,56,1,0
88635,1442830,65,1,0
88636,1442849,45,1,0
88638,1442888,44,1,0
88639,1442894,41,1,0
88640,1442904,26,1,0
88641,1442912,80,1,0
88642,1442917,46,1,0
88643,1442924,40,1,0
88644,1442947,34,1,0
88646,1442964,81,1,0
88647,1442967,99,1,0
88650,1443020,61,1,0
88652,1443068,53,1,0
88653,1443070,151,1,0
88654,1443075,83,1,0
88656,1443109,56,1,0
88658,1443125,42,1,0
88659,1443128,52,1,0
88660,1443162,76,1,0
88661,1443167,32,1,0
88663,1443198,54,1,0
88664,1443260,120,1,0
88665,1443262,67,1,0
88667,1443272,42,1,0
88668,1443300,40,1,0
88669,1443312,95,1,0
88670,1443357,40,1,0
88671,1443365,66,1,0
88672,1443373,49,1,0
88673,1443383,69,1,0
88674,1443391,72,1,0
88675,1443402,130,1,0
88676,1443424,123,1,0
88677,1443443,44,1,0
88679,1443454,44,1,0
88680,1443464,77,1,0
88681,1443466,46,1,0
88683,1443483,59,1,0
88684,1443491,128,1,0
88685,1443493,52,1,0
88687,1443497,170,1,0
88689,1443501,165,1,0
88690,1443527,91,1,0
88693,1443550,83,1,0
88696,1443573,54,1,0
88697,1443590,39,1,0
88698,1443601,191,1,0
88699,1443622,111,1,0
88700,1443623,52,1,0
88703,1443720,52,1,0
88705,1443742,49,1,0
88706,1443750,48,1,0
88708,1443778,40,1,0
88710,1443797,118,1,0
88711,1443879,82,1,0
88712,1443885,72,1,0
88713,1443887,30,1,0
88715,1443917,119,1,0
88716,1443945,98,1,0
88717,1443953,53,1,0
88718,1443955,46,1,0
88720,1443967,67,1,0
88722,1444003,47,1,0
88724,1444005,52,1,0
88726,1444056,74,1,0
88727,1444060,45,1,0
88728,1444064,50,1,0
88729,1444077,91,1,0
88730,1444080,120,1,0
88731,1444082,112,1,0
88732,1444099,130,1,0
88733,1444140,39,1,0
88734,1444148,78,1,0
88735,1444160,60,1,0
88737,1444229,30,1,0
88738,1444234,108,1,0
88740,1444269,72,1,0
88741,1444279,41,1,0
88742,1444300,47,1,0
88743,1444336,61,1,0
88744,1444347,95,1,0
88745,1444351,32,1,0
88747,1444393,49,1,0
88748,1444417,45,1,0
88750,1444455,48,1,0
88751,1444459,168,1,0
88752,1444485,51,1,0
88754,1444511,91,1,0
88755,1444549,76,1,0
88756,1444570,55,1,0
88757,1444573,55,1,0
88758,1444583,40,1,0
88759,1444603,49,1,0
88760,1444605,34,1,0
88762,1444656,125,1,0
88763,1444658,56,1,0
88764,1444662,90,1,0
88765,1444670,44,1,0
88767,1444717,96,1,0
88768,1444726,51,1,0
88770,1444741,57,1,0
88771,1444762,93,1,0
88772,1444766,48,1,0
88773,1444778,60,1,0
88774,1444800,68,1,0
88775,1444817,71,1,0
88777,1444854,44,1,0
88778,1444860,56,1,0
88779,1444879,49,1,0
88780,1444880,42,1,0
88781,1444881,45,1,0
88782,1444918,54,1,0
88783,1444924,65,1,0
88784,1444946,53,1,0
88785,1444968,195,1,0
88786,1445044,40,1,0
88789,1445103,43,1,0
88790,1445117,71,1,0
88791,1445127,100,1,0
88793,1445142,83,1,0
88794,1445144,56,1,0
88795,1445146,56,1,0
88796,1445147,53,1,0
88797,1445157,51,1,0
88798,1445209,54,1,0
88799,1445218,71,1,0
88800,1445236,81,1,0
88802,1445310,118,1,0
88804,1445341,129,1,0
88805,1445351,72,1,0
88806,1445352,45,1,0
88807,1445386,32,1,0
88808,1445392,147,1,0
88809,1445402,55,1,0
88811,1445413,43,1,0
88813,1445444,68,1,0
88814,1445453,80,1,0
88815,1445457,70,1,0
88822,1445570,53,1,0
88823,1445584,68,1,0
88824,1445592,44,1,0
88825,1445644,61,1,0
88826,1445654,116,1,0
88827,1445660,38,1,0
88829,1445663,36,1,0
88830,1445668,54,1,0
88831,1445683,41,1,0
88833,1445700,93,1,0
88835,1445747,187,1,0
88836,1445764,50,1,0
88838,1445790,46,1,0
88840,1445816,110,1,0
88841,1445827,73,1,0
88842,1445836,122,1,0
88843,1445840,37,1,0
88844,1445885,41,1,0
88845,1445890,46,1,0
88847,1445903,58,1,0
88848,1445932,76,1,0
88850,1445994,73,1,0
88852,1446008,76,1,0
88853,1446041,55,1,0
88854,1446087,64,1,0
88855,1446093,88,1,0
88856,1446122,74,1,0
88857,1446141,79,1,0
88859,1446163,56,1,0
88860,1446239,67,1,0
88861,1446278,74,1,0
88863,1446302,38,1,0
88865,1446305,43,1,0
88867,1446314,43,1,0
88868,1446336,87,1,0
88869,1446340,77,1,0
88871,1446359,74,1,0
88874,1446411,47,1,0
88876,1446459,146,1,0
88879,1446574,69,1,0
88881,1446590,53,1,0
88882,1446625,53,1,0
88884,1446650,92,1,0
88887,1446687,98,1,0
88888,1446708,64,1,0
88889,1446764,45,1,0
88890,1446792,42,1,0
88893,1446822,35,1,0
88894,1446866,44,1,0
88895,1446870,77,1,0
88896,1446874,108,1,0
88897,1446883,94,1,0
88898,1446898,73,1,0
88900,1446913,30,1,0
88901,1446947,52,1,0
88902,1446969,56,1,0
88903,1447001,46,1,0
88904,1447002,61,1,0
88905,1447021,46,1,0
88906,1447042,55,1,0
88908,1447101,109,1,0
88909,1447104,44,1,0
88910,1447131,76,1,0
88911,1447132,56,1,0
88912,1447148,45,1,0
88913,1447159,159,1,0
88915,1447166,43,1,0
88916,1447193,54,1,0
88917,1447194,117,1,0
88918,1447218,35,1,0
88919,1447242,36,1,0
88920,1447247,85,1,0
88921,1447249,55,1,0
88924,1447266,54,1,0
88926,1447323,98,1,0
88927,1447336,34,1,0
88929,1447347,51,1,0
88930,1447358,58,1,0
88932,1447365,41,1,0
88933,1447375,83,1,0
88935,1447422,64,1,0
88936,1447441,63,1,0
88939,1447473,55,1,0
88940,1447482,64,1,0
88942,1447493,41,1,0
88943,1447499,100,1,0
88946,1447514,56,1,0
88947,1447558,101,1,0
88948,1447580,88,1,0
88949,1447612,74,1,0
88950,1447639,94,1,0
88951,1447648,104,1,0
88952,1447654,60,1,0
88953,1447668,43,1,0
88954,1447727,131,1,0
88955,1447728,81,1,0
88956,1447777,121,1,0
88957,1447822,40,1,0
88958,1447832,62,1,0
88959,1447851,66,1,0
88960,1447864,56,1,0
88961,1447869,42,1,0
88962,1447875,52,1,0
88963,1447878,42,1,0
88964,1447885,54,1,0
88965,1447890,37,1,0
88966,1447892,149,1,0
88967,1447897,77,1,0
88968,1447952,50,1,0
88972,1448007,56,1,0
88973,1448012,109,1,0
88974,1448014,132,1,0
88977,1448050,66,1,0
88978,1448085,53,1,0
88979,1448111,160,1,0
88980,1448112,46,1,0
88982,1448124,47,1,0
88983,1448129,44,1,0
88984,1448160,46,1,0
88987,1448191,100,1,0
88988,1448193,44,1,0
88989,1448240,103,1,0
88990,1448268,65,1,0
88991,1448290,59,1,0
88992,1448309,48,1,0
88993,1448311,66,1,0
88994,1448315,64,1,0
88996,1448395,63,1,0
88997,1448428,180,1,0
89000,1448453,72,1,0
89001,1448459,53,1,0
89002,1448460,23,1,0
89003,1448473,63,1,0
89005,1448504,64,1,0
89006,1448518,97,1,0
89007,1448528,117,1,0
89008,1448535,95,1,0
89009,1448536,112,1,0
89012,1448620,40,1,0
89015,1448671,144,1,0
89016,1448751,53,1,0
89018,1448761,59,1,0
89020,1448768,51,1,0
89022,1448778,36,1,0
89023,1448789,114,1,0
89024,1448794,51,1,0
89025,1448815,74,1,0
89026,1448817,48,1,0
89028,1448865,142,1,0
89029,1448893,40,1,0
89030,1448911,39,1,0
89031,1448919,31,1,0
89032,1448925,75,1,0
89033,1448934,74,1,0
89034,1448951,97,1,0
89037,1448970,44,1,0
89038,1448975,43,1,0
89039,1449009,95,1,0
89040,1449011,30,1,0
89041,1449058,59,1,0
89042,1449097,50,1,0
89043,1449100,127,1,0
89045,1449163,52,1,0
89046,1449176,63,1,0
89047,1449189,38,1,0
89048,1449204,82,1,0
89049,1449207,58,1,0
89050,1449210,68,1,0
89053,1449267,143,1,0
89054,1449328,52,1,0
89058,1449349,197,1,0
89059,1449360,80,1,0
89060,1449361,38,1,0
89062,1449413,97,1,0
89063,1449421,38,1,0
89064,1449443,55,1,0
89065,1449446,128,1,0
89067,1449463,142,1,0
89068,1449466,44,1,0
89069,1449480,58,1,0
89070,1449482,48,1,0
89071,1449486,96,1,0
89072,1449489,93,1,0
89073,1449497,44,1,0
89074,1449510,66,1,0
89075,1449562,77,1,0
89076,1449570,95,1,0
89077,1449593,119,1,0
89078,1449599,46,1,0
89079,1449602,46,1,0
89080,1449630,66,1,0
89081,1449632,49,1,0
89083,1449668,98,1,0
89084,1449681,80,1,0
89085,1449730,27,1,0
89086,1449740,69,1,0
89087,1449743,53,1,0
89089,1449799,184,1,0
89091,1449820,35,1,0
89092,1449837,63,1,0
89096,1449906,48,1,0
89097,1449921,56,1,0
89100,1449942,47,1,0
89101,1449986,50,1,0
89102,1450002,45,1,0
89103,1450035,80,1,0
89105,1450087,61,1,0
89106,1450096,30,1,0
89108,1450108,83,1,0
89109,1450113,54,1,0
89110,1450146,69,1,0
89112,1450149,109,1,0
89113,1450158,54,1,0
89115,1450170,66,1,0
89116,1450174,67,1,0
89117,1450176,65,1,0
89118,1450213,103,1,0
89119,1450243,61,1,0
89124,1450409,134,1,0
89125,1450432,58,1,0
89127,1450469,62,1,0
89128,1450474,72,1,0
89129,1450490,118,1,0
89130,1450492,38,1,0
89131,1450497,49,1,0
89132,1450513,60,1,0
89133,1450519,53,1,0
89134,1450522,56,1,0
89135,1450539,133,1,0
89137,1450565,58,1,0
89139,1450576,51,1,0
89140,1450618,178,1,0
89141,1450623,59,1,0
89142,1450630,51,1,0
89143,1450632,73,1,0
89145,1450672,115,1,0
89146,1450718,93,1,0
89147,1450731,114,1,0
89148,1450745,38,1,0
89150,1450766,44,1,0
89151,1450774,51,1,0
89152,1450783,64,1,0
89153,1450795,116,1,0
89154,1450850,56,1,0
89155,1450852,47,1,0
89156,1450863,105,1,0
89157,1450869,44,1,0
89158,1450874,85,1,0
89160,1450890,90,1,0
89161,1450900,76,1,0
89163,1450929,87,1,0
89164,1450935,40,1,0
89166,1450959,44,1,0
89167,1450961,48,1,0
89168,1450971,84,1,0
89169,1450998,46,1,0
89170,1451005,75,1,0
89171,1451009,100,1,0
89172,1451013,70,1,0
89173,1451024,49,1,0
89175,1451045,59,1,0
89177,1451107,58,1,0
89179,1451132,80,1,0
89180,1451155,42,1,0
89181,1451161,86,1,0
89182,1451173,44,1,0
89183,1451181,56,1,0
89185,1451218,88,1,0
89186,1451236,136,1,0
89187,1451238,83,1,0
89194,1451366,56,1,0
89196,1451382,160,1,0
89197,1451385,49,1,0
89199,1451435,50,1,0
89200,1451443,51,1,0
89201,1451452,79,1,0
89203,1451490,58,1,0
89204,1451575,43,1,0
89206,1451616,101,1,0
89207,1451645,63,1,0
89209,1451722,103,1,0
89210,1451738,49,1,0
89213,1451794,59,1,0
89214,1451805,64,1,0
89216,1451850,65,1,0
89217,1451853,41,1,0
89218,1451859,99,1,0
89219,1451884,59,1,0
89220,1451885,70,1,0
89221,1451906,77,1,0
89226,1451994,87,1,0
89227,1452020,47,1,0
89228,1452112,38,1,0
89230,1452159,67,1,0
89231,1452184,44,1,0
89232,1452204,74,1,0
89233,1452220,83,1,0
89235,1452264,67,1,0
89236,1452267,158,1,0
89237,1452280,67,1,0
89238,1452302,39,1,0
89239,1452325,102,1,0
89240,1452329,111,1,0
89241,1452334,106,1,0
89242,1452335,39,1,0
89243,1452337,45,1,0
89244,1452345,71,1,0
89245,1452348,46,1,0
89247,1452458,48,1,0
89248,1452502,46,1,0
89249,1452528,125,1,0
89250,1452549,86,1,0
89251,1452587,56,1,0
89252,1452606,50,1,0
89253,1452623,42,1,0
89254,1452644,50,1,0
89256,1452711,27,1,0
89257,1452714,51,1,0
89258,1452717,89,1,0
89260,1452774,59,1,0
89261,1452787,133,1,0
89264,1452860,68,1,0
89265,1452874,55,1,0
89266,1452888,69,1,0
89267,1452911,59,1,0
89268,1452954,73,1,0
89269,1452972,47,1,0
89270,1452986,103,1,0
89271,1453005,60,1,0
89272,1453006,63,1,0
89273,1453008,62,1,0
89274,1453013,102,1,0
89276,1453043,120,1,0
89277,1453044,51,1,0
89278,1453075,58,1,0
89280,1453101,54,1,0
89283,1453123,46,1,0
89284,1453130,58,1,0
89285,1453142,50,1,0
89286,1453143,171,1,0
89288,1453209,68,1,0
89289,1453224,55,1,0
89290,1453230,90,1,0
89291,1453243,63,1,0
89293,1453248,81,1,0
89294,1453257,65,1,0
89295,1453278,71,1,0
89297,1453302,41,1,0
89298,1453312,73,1,0
89299,1453330,80,1,0
89300,1453332,60,1,0
89301,1453335,161,1,0
89302,1453352,47,1,0
89303,1453374,78,1,0
89305,1453391,86,1,0
89306,1453411,62,1,0
89307,1453438,80,1,0
89308,1453446,95,1,0
89309,1453474,48,1,0
89310,1453484,70,1,0
89312,1453497,56,1,0
89314,1453528,95,1,0
89315,1453558,92,1,0
89316,1453565,96,1,0
89318,1453647,53,1,0
89319,1453702,63,1,0
89320,1453709,49,1,0
89321,1453720,69,1,0
89322,1453733,46,1,0
89323,1453742,65,1,0
89325,1453788,60,1,0
89326,1453805,38,1,0
89327,1453842,53,1,0
89331,1453864,101,1,0
89333,1453880,79,1,0
89335,1453911,101,1,0
89336,1453916,40,1,0
89337,1453954,83,1,0
89338,1453960,46,1,0
89339,1453961,53,1,0
89341,1454017,46,1,0
89342,1454032,75,1,0
89343,1454054,71,1,0
89344,1454106,62,1,0
89345,1454110,54,1,0
89346,1454117,42,1,0
89347,1454121,79,1,0
89348,1454132,36,1,0
89350,1454181,50,1,0
89353,1454215,74,1,0
89354,1454258,133,1,0
89356,1454270,40,1,0
89357,1454283,32,1,0
89359,1454304,64,1,0
89360,1454328,135,1,0
89363,1454381,98,1,0
89364,1454416,64,1,0
89365,1454455,80,1,0
89367,1454482,165,1,0
89369,1454523,106,1,0
89370,1454539,52,1,0
89374,1454612,59,1,0
89375,1454613,38,1,0
89376,1454627,52,1,0
89377,1454629,80,1,0
89378,1454633,35,1,0
89379,1454634,57,1,0
89380,1454639,63,1,0
